2025-09-23 11:23:36 | BangsaBacolBot | INFO     | [FAKE_LOG] Tunggu 736 detik...
2025-09-23 11:49:21 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:21 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:49:26 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:49:26 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:33 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:33 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:33 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:49:36 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:49:36 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:49 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:49 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:49 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:49:51 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:51 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:51 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:49:56 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:49:56 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:59 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:59 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:49:59 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:03 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:03 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:13 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:13 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:13 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:15 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:15 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:15 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:18 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:18 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:22 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:22 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:22 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:25 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:25 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:29 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:29 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:29 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:33 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:33 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:33 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:37 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:37 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:40 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:40 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:40 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:42 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:42 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:47 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:47 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:47 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:49 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:49 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:49 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:53 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:53 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:56 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:56 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:56 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:50:58 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:58 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:50:58 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:01 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:01 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:04 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:04 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:04 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:06 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:06 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:11 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:11 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:11 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:12 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:13 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:13 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:20 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:20 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:23 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:23 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:23 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:24 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:24 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:24 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:28 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:28 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:28 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:31 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:31 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:35 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:35 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:35 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:37 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:37 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:40 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:40 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:40 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:44 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:44 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:47 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:47 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:47 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:53 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:53 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:51:53 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:58 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:51:58 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:04 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:04 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:04 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:06 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:06 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:12 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:12 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:12 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:14 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:14 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:18 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:18 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:18 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:20 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:20 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:20 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:26 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:26 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:29 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:29 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:29 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:33 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:33 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:39 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:39 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:39 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:40 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:40 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:40 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:45 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:45 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:51 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:51 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:51 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:54 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:52:54 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:58 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:58 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:52:58 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:06 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:06 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:16 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:16 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:16 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:17 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:17 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:17 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:23 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:23 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:26 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:26 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:26 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:27 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:27 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:27 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:34 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:34 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:38 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:38 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:38 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:40 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:40 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:43 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:43 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:43 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:46 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:46 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:51 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:51 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:51 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:52 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:52 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:53:52 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:56 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:53:56 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:09 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:09 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:09 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:54:09 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:09 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:09 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:54:13 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:13 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:13 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:54:18 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:54:18 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:25 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:25 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:25 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:54:27 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:54:27 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:30 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:30 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:30 | BangsaBacolBot | INFO     | [VIP_COLLECTIONS] Loaded 77 file-based koleksi from vip_collections.json
2025-09-23 11:54:32 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
2025-09-23 11:54:32 | BangsaBacolBot | INFO     | [VIP] Loaded 188 koleksi dari vip_links.json
